Year,Team,Opponent,Team_Points,Opponent_Points
2013,florida-international,north-texas,67,77
2013,florida-international,troy,61,69
2013,florida-international,western-kentucky,87,82
2013,florida-international,arkansas-little-rock,65,52
2013,florida-international,louisiana-monroe,67,58
2013,florida-international,florida-atlantic,60,77
2013,florida-international,arkansas-little-rock,69,54
2013,florida-international,middle-tennessee,61,57
2013,florida-international,western-kentucky,63,65
2013,florida-state,south-alabama,71,76
2013,florida-state,buffalo,95,68
2013,florida-state,brigham-young,88,70
2013,florida-state,saint-josephs,73,66
2013,florida-state,north-florida,75,67
2013,florida-state,minnesota,68,77
2013,florida-state,mercer,56,61
2013,florida-state,florida,47,72
2013,florida-state,maine,91,59
2013,florida-state,louisiana-monroe,63,48
2013,florida-state,charlotte,79,76
2013,florida-state,tulsa,82,63
2013,florida-state,auburn,72,78
2013,florida-state,clemson,71,66
2013,florida-state,maryland,65,62
2013,florida-state,north-carolina,72,77
2013,florida-state,virginia,36,56
2013,florida-state,clemson,60,57
2013,florida-state,miami-fl,47,71
2013,florida-state,maryland,73,71
2013,florida-state,duke,60,79
2013,florida-state,georgia-tech,56,54
2013,florida-state,wake-forest,46,71
2013,florida-state,miami-fl,68,74
2013,florida-state,boston-college,69,66
2013,florida-state,north-carolina-state,66,84
2013,florida-state,virginia-tech,70,80
2013,florida-state,wake-forest,76,62
2013,florida-state,north-carolina,58,79
2013,florida-state,virginia,53,51
2013,florida-state,north-carolina-state,71,67
2013,florida-state,clemson,73,69
2013,florida-state,north-carolina,62,83
2013,florida-state,louisiana-tech,66,71
2013,fordham,texas-state,76,86
2013,fordham,pittsburgh,51,86
2013,fordham,robert-morris,58,74
2013,fordham,pennsylvania,70,68
2013,fordham,fairfield,71,74
2013,fordham,manhattan,58,65
2013,fordham,harvard,64,73
2013,fordham,lehigh,63,81
2013,fordham,st-johns-ny,47,58
2013,fordham,princeton,63,60
2013,fordham,connecticut,73,88
2013,fordham,siena,81,75
2013,fordham,georgia-tech,48,73
2013,fordham,monmouth,82,71
2013,fordham,mississippi,68,95
2013,fordham,duquesne,82,75
2013,fordham,massachusetts,73,77
2013,fordham,charlotte,68,74
2013,fordham,dayton,51,96
2013,fordham,rhode-island,66,63
2013,fordham,saint-josephs,62,66
2013,fordham,virginia-commonwealth,65,81
2013,fordham,saint-louis,73,90
2013,fordham,la-salle,53,89
2013,fordham,xavier,66,79
2013,fordham,butler,63,68
2013,fordham,george-washington,60,68
2013,fordham,richmond,55,72
2013,fordham,saint-josephs,56,82
2013,fordham,temple,55,74
2013,fordham,st-bonaventure,76,72
2013,fresno-state,texas,53,55
2013,fresno-state,california-riverside,39,30
2013,fresno-state,pacific,66,61
2013,fresno-state,cal-poly,76,67
2013,fresno-state,long-beach-state,61,69
2013,fresno-state,southern-illinois,54,57
2013,fresno-state,long-beach-state,64,59
2013,fresno-state,washington-state,50,59
2013,fresno-state,colorado,43,50
2013,fresno-state,california-irvine,51,58
2013,fresno-state,ucla,78,91
2013,fresno-state,san-diego-state,62,65
2013,fresno-state,new-mexico,45,72
2013,fresno-state,wyoming,49,36
2013,fresno-state,nevada,61,68
2013,fresno-state,boise-state,67,74
2013,fresno-state,colorado-state,63,74
2013,fresno-state,air-force,50,62
2013,fresno-state,nevada-las-vegas,64,55
2013,fresno-state,san-diego-state,53,75
2013,fresno-state,new-mexico,48,54
2013,fresno-state,wyoming,51,55
2013,fresno-state,nevada,69,64
2013,fresno-state,boise-state,63,72
2013,fresno-state,colorado-state,67,74
2013,fresno-state,air-force,56,41
2013,fresno-state,nevada-las-vegas,61,52
2013,fresno-state,colorado-state,61,67
2013,furman,columbia,47,68
2013,furman,clemson,55,72
2013,furman,mercer,46,73
2013,furman,western-carolina,65,79
2013,furman,loyola-il,50,77
2013,furman,presbyterian,81,57
2013,furman,auburn,50,64
2013,furman,wake-forest,55,79
2013,furman,jacksonville,53,65
2013,furman,southern-methodist,53,72
2013,furman,college-of-charleston,56,60
2013,furman,davidson,73,81
2013,furman,wofford,69,65
2013,furman,elon,59,73
2013,furman,north-carolina-greensboro,69,61
2013,furman,wofford,50,63
2013,furman,georgia-southern,81,74
2013,furman,citadel,79,84
2013,furman,north-carolina-greensboro,65,88
2013,furman,elon,60,64
2013,furman,appalachian-state,66,72
2013,furman,chattanooga,49,83
2013,furman,samford,53,64
2013,furman,davidson,36,73
2013,furman,georgia-southern,61,78
2013,furman,citadel,57,68
2013,furman,college-of-charleston,50,74
2013,furman,samford,55,51
2013,furman,appalachian-state,60,74
2013,gardner-webb,north-carolina,59,76
2013,gardner-webb,lipscomb,62,66
2013,gardner-webb,depaul,71,59
2013,gardner-webb,iowa,56,65
2013,gardner-webb,howard,55,43
2013,gardner-webb,austin-peay,72,62
2013,gardner-webb,illinois,62,63
2013,gardner-webb,wofford,42,54
2013,gardner-webb,tennessee-tech,61,41
2013,gardner-webb,citadel,71,58
2013,gardner-webb,east-carolina,60,62
2013,gardner-webb,campbell,81,93
2013,gardner-webb,north-carolina-asheville,78,71
2013,gardner-webb,high-point,64,70
2013,gardner-webb,coastal-carolina,66,65
2013,gardner-webb,radford,51,52
2013,gardner-webb,winthrop,55,61
2013,gardner-webb,virginia-military-institute,63,49
2013,gardner-webb,charleston-southern,74,73
2013,gardner-webb,longwood,76,65
2013,gardner-webb,presbyterian,54,57
2013,gardner-webb,liberty,71,68
2013,gardner-webb,north-carolina-asheville,67,65
2013,gardner-webb,coastal-carolina,70,63
2013,gardner-webb,winthrop,65,52
2013,gardner-webb,college-of-charleston,55,52
2013,gardner-webb,charleston-southern,67,62
2013,gardner-webb,presbyterian,76,57
2013,gardner-webb,campbell,71,57
2013,gardner-webb,liberty,62,65
2013,gardner-webb,eastern-kentucky,62,69
2013,george-mason,virginia,63,59
2013,george-mason,bucknell,56,61
2013,george-mason,mercer,52,49
2013,george-mason,new-mexico,69,70
2013,george-mason,quinnipiac,74,58
2013,george-mason,boston-university,48,45
2013,george-mason,rhode-island,55,52
2013,george-mason,maryland,62,69
2013,george-mason,maryland-baltimore-county,74,63
2013,george-mason,northern-iowa,77,82
2013,george-mason,richmond,67,64
2013,george-mason,south-florida,57,61
2013,george-mason,northeastern,74,84
2013,george-mason,william-mary,73,66
2013,george-mason,old-dominion,71,46
2013,george-mason,north-carolina-wilmington,74,82
2013,george-mason,james-madison,68,57
2013,george-mason,hofstra,57,46
2013,george-mason,towson,77,67
2013,george-mason,northeastern,51,71
2013,george-mason,drexel,54,58
2013,george-mason,james-madison,74,63
2013,george-mason,old-dominion,85,74
2013,george-mason,delaware,72,79
2013,george-mason,drexel,68,62
2013,george-mason,georgia-state,60,78
2013,george-mason,hofstra,79,50
2013,george-mason,william-mary,60,58
2013,george-mason,towson,81,85
2013,george-mason,delaware,77,82
2013,george-mason,drexel,60,54
2013,george-mason,northeastern,67,69
2013,george-mason,college-of-charleston,78,77
2013,george-mason,houston,88,84
2013,george-mason,western-michigan,62,52
2013,george-mason,santa-clara,73,81
2013,george-mason,santa-clara,73,66
2013,george-mason,santa-clara,77,80
2013,george-washington,youngstown-state,73,80
2013,george-washington,boston-university,72,59
2013,george-washington,notre-dame,48,65
2013,george-washington,hofstra,80,56
2013,george-washington,mount-st-marys,56,65
2013,george-washington,james-madison,54,53
2013,george-washington,manhattan,67,55
2013,george-washington,bradley,68,72
2013,george-washington,kansas-state,62,65
2013,george-washington,rutgers,65,68
2013,george-washington,virginia-military-institute,76,67
2013,george-washington,sacred-heart,77,38
2013,george-washington,georgia,41,52
2013,george-washington,st-bonaventure,78,59
2013,george-washington,xavier,56,71
2013,george-washington,temple,53,55
2013,george-washington,massachusetts,79,76
2013,george-washington,rhode-island,66,65
2013,george-washington,charlotte,82,54
2013,george-washington,la-salle,71,80
2013,george-washington,duquesne,79,57
2013,george-washington,butler,56,59
2013,george-washington,virginia-commonwealth,57,84
2013,george-washington,fordham,68,60
2013,george-washington,saint-josephs,59,71
2013,george-washington,richmond,64,73
2013,george-washington,saint-louis,58,66
2013,george-washington,la-salle,70,84
2013,george-washington,dayton,81,80
2013,george-washington,massachusetts,72,77
2013,georgetown,duquesne,61,55
2013,georgetown,liberty,68,59
2013,georgetown,ucla,78,70
2013,georgetown,indiana,72,82
2013,georgetown,mount-st-marys,72,50
2013,georgetown,tennessee,37,36
2013,georgetown,texas,64,41
2013,georgetown,towson,46,40
2013,georgetown,longwood,89,53
2013,georgetown,western-carolina,81,68
2013,georgetown,american,65,48
2013,georgetown,marquette,48,49
2013,georgetown,pittsburgh,45,73
2013,georgetown,st-johns-ny,67,51
2013,georgetown,providence,74,65
2013,georgetown,south-florida,58,61
2013,georgetown,notre-dame,63,47
2013,georgetown,louisville,53,51
2013,georgetown,seton-hall,74,52
2013,georgetown,st-johns-ny,68,56
2013,georgetown,rutgers,69,63
2013,georgetown,marquette,63,55
2013,georgetown,cincinnati,62,55
2013,georgetown,depaul,90,66
2013,georgetown,syracuse,57,46
2013,georgetown,connecticut,79,78
2013,georgetown,rutgers,64,51
2013,georgetown,villanova,57,67
2013,georgetown,syracuse,61,39
2013,georgetown,cincinnati,62,43
2013,georgetown,syracuse,55,58
2013,georgetown,florida-gulf-coast,68,78
2013,georgia,jacksonville,68,62
2013,georgia,youngstown-state,56,68
2013,georgia,southern-mississippi,60,62
2013,georgia,indiana,53,66
2013,georgia,ucla,56,60
2013,georgia,east-tennessee-state,54,38
2013,georgia,south-florida,53,64
2013,georgia,georgia-tech,54,62
2013,georgia,iona,78,81
2013,georgia,mercer,58,49
2013,georgia,southern-california,64,56
2013,georgia,florida-am,82,73
2013,georgia,george-washington,52,41
2013,georgia,florida,44,77
2013,georgia,mississippi-state,61,72
2013,georgia,missouri,62,79
2013,georgia,louisiana-state,67,58
2013,georgia,florida,47,64
2013,georgia,texas-am,59,52
2013,georgia,auburn,57,49
2013,georgia,south-carolina,67,56
2013,georgia,tennessee,68,62
2013,georgia,texas-am,52,46
2013,georgia,alabama,45,52
2013,georgia,mississippi,74,84
2013,georgia,arkansas,60,62
2013,georgia,south-carolina,62,54
2013,georgia,vanderbilt,62,63
2013,georgia,tennessee,78,68
2013,georgia,kentucky,72,62
2013,georgia,alabama,58,61
2013,georgia,louisiana-state,63,68
2013,georgia-southern,valparaiso,54,85
2013,georgia-southern,charlotte,53,66
2013,georgia-southern,kennesaw-state,62,46
2013,georgia-southern,maryland,53,70
2013,georgia-southern,elon,50,55
2013,georgia-southern,samford,48,57
2013,georgia-southern,virginia-tech,78,73
2013,georgia-southern,bradley,43,62
2013,georgia-southern,mississippi-valley-state,63,52
2013,georgia-southern,north-florida,46,74
2013,georgia-southern,georgia-state,68,64
2013,georgia-southern,alabama-birmingham,61,65
2013,georgia-southern,north-carolina-at,65,71
2013,georgia-southern,wofford,53,71
2013,georgia-southern,davidson,70,57
2013,georgia-southern,college-of-charleston,51,47
2013,georgia-southern,citadel,55,70
2013,georgia-southern,appalachian-state,62,64
2013,georgia-southern,western-carolina,72,66
2013,georgia-southern,furman,74,81
2013,georgia-southern,chattanooga,59,57
2013,georgia-southern,appalachian-state,86,91
2013,georgia-southern,western-carolina,62,71
2013,georgia-southern,citadel,78,57
2013,georgia-southern,college-of-charleston,60,69
2013,georgia-southern,wofford,47,53
2013,georgia-southern,furman,78,61
2013,georgia-southern,north-carolina-greensboro,66,60
2013,georgia-southern,davidson,48,83
2013,georgia-southern,wofford,60,44
2013,georgia-southern,davidson,59,86
2013,georgia-state,duke,55,74
2013,georgia-state,brigham-young,62,80
2013,georgia-state,monmouth,62,49
2013,georgia-state,tennessee-state,59,57
2013,georgia-state,south-alabama,75,73
2013,georgia-state,east-carolina,53,62
2013,georgia-state,louisiana-tech,68,86
2013,georgia-state,liberty,67,66
2013,georgia-state,troy,56,57
2013,georgia-state,southern-mississippi,67,69
2013,georgia-state,rhode-island,60,65
2013,georgia-state,georgia-southern,64,68
2013,georgia-state,drexel,60,77
2013,georgia-state,james-madison,68,52
2013,georgia-state,hofstra,50,52
2013,georgia-state,delaware,83,86
2013,georgia-state,william-mary,74,58
2013,georgia-state,old-dominion,69,54
2013,georgia-state,towson,71,69
2013,georgia-state,north-carolina-wilmington,81,63
2013,georgia-state,drexel,57,68
2013,georgia-state,northeastern,78,73
2013,georgia-state,old-dominion,83,63
2013,georgia-state,north-carolina-wilmington,72,76
2013,georgia-state,towson,82,90
2013,georgia-state,hofstra,61,43
2013,georgia-state,george-mason,78,60
2013,georgia-state,william-mary,63,75
2013,georgia-state,james-madison,66,62
2013,georgia-state,northeastern,84,90
2013,georgia-tech,tulane,79,61
2013,georgia-tech,presbyterian,52,38
2013,georgia-tech,rice,54,36
2013,georgia-tech,california,57,68
2013,georgia-tech,saint-marys-ca,65,56
2013,georgia-tech,illinois,62,75
2013,georgia-tech,georgia,62,54
2013,georgia-tech,north-carolina-wilmington,73,66
2013,georgia-tech,alabama-state,75,41
2013,georgia-tech,citadel,73,41
2013,georgia-tech,fordham,73,48
2013,georgia-tech,chattanooga,74,58
2013,georgia-tech,miami-fl,49,62
2013,georgia-tech,north-carolina-state,70,83
2013,georgia-tech,virginia-tech,65,70
2013,georgia-tech,duke,57,73
2013,georgia-tech,north-carolina,63,79
2013,georgia-tech,wake-forest,82,62
2013,georgia-tech,clemson,60,63
2013,georgia-tech,virginia,66,60
2013,georgia-tech,florida-state,54,56
2013,georgia-tech,virginia-tech,64,54
2013,georgia-tech,clemson,53,56
2013,georgia-tech,wake-forest,57,56
2013,georgia-tech,north-carolina,58,70
2013,georgia-tech,virginia,54,82
2013,georgia-tech,maryland,78,68
2013,georgia-tech,north-carolina-state,57,70
2013,georgia-tech,miami-fl,71,69
2013,georgia-tech,boston-college,72,74
2013,georgia-tech,boston-college,64,84
2013,gonzaga,southern-utah,103,65
2013,gonzaga,west-virginia,84,50
2013,gonzaga,south-dakota,96,58
2013,gonzaga,clemson,57,49
2013,gonzaga,oklahoma,72,47
2013,gonzaga,davidson,81,67
2013,gonzaga,pacific,85,67
2013,gonzaga,washington-state,71,69
2013,gonzaga,illinois,74,85
2013,gonzaga,kansas-state,68,52
2013,gonzaga,campbell,74,52
2013,gonzaga,baylor,94,87
2013,gonzaga,oklahoma-state,69,68
2013,gonzaga,pepperdine,78,62
2013,gonzaga,santa-clara,81,74
2013,gonzaga,saint-marys-ca,83,78
2013,gonzaga,portland,71,49
2013,gonzaga,butler,63,64
2013,gonzaga,brigham-young,83,63
2013,gonzaga,san-francisco,66,52
2013,gonzaga,loyola-marymount,88,43
2013,gonzaga,san-diego,65,63
2013,gonzaga,pepperdine,82,56
2013,gonzaga,loyola-marymount,74,55
2013,gonzaga,saint-marys-ca,77,60
2013,gonzaga,san-francisco,71,61
2013,gonzaga,santa-clara,85,42
2013,gonzaga,san-diego,81,50
2013,gonzaga,brigham-young,70,65
2013,gonzaga,portland,81,52
2013,gonzaga,loyola-marymount,66,48
2013,gonzaga,saint-marys-ca,65,51
2013,gonzaga,southern,64,58
2013,gonzaga,wichita-state,70,76
2013,grambling,cleveland-state,49,92
2013,grambling,ball-state,51,78
2013,grambling,miami-oh,54,80
2013,grambling,houston,47,87
2013,grambling,texas-tech,56,91
2013,grambling,oregon-state,54,85
2013,grambling,auburn,42,92
2013,grambling,southern-mississippi,45,93
2013,grambling,stephen-f-austin,38,60
2013,grambling,alabama-am,53,78
2013,grambling,alabama-state,56,69
2013,grambling,southern,43,82
2013,grambling,alcorn-state,46,80
2013,grambling,prairie-view,44,60
2013,grambling,texas-southern,50,95
2013,grambling,jackson-state,46,57
2013,grambling,arkansas-pine-bluff,67,79
2013,grambling,mississippi-valley-state,50,65
2013,grambling,southern,31,59
2013,grambling,alcorn-state,53,78
2013,grambling,prairie-view,53,63
2013,grambling,texas-southern,52,80
2013,grambling,jackson-state,38,77
2013,grambling,arkansas-pine-bluff,45,61
2013,grambling,mississippi-valley-state,68,90
2013,grambling,alabama-am,47,74
2013,grambling,alabama-state,62,74
2013,grambling,alabama-am,51,59
2013,green-bay,chicago-state,72,67
2013,green-bay,southern-utah,66,54
2013,green-bay,nevada,69,71
2013,green-bay,cal-state-fullerton,82,93
2013,green-bay,idaho,62,72
2013,green-bay,north-dakota-state,74,59
2013,green-bay,virginia,51,67
2013,green-bay,tennessee-tech,68,74
2013,green-bay,wisconsin,54,65
2013,green-bay,southern-illinois,70,72
2013,green-bay,marquette,49,47
2013,green-bay,south-dakota,72,55
2013,green-bay,wright-state,53,64
2013,green-bay,detroit-mercy,76,84
2013,green-bay,loyola-il,58,45
2013,green-bay,illinois-chicago,53,47
2013,green-bay,youngstown-state,67,58
2013,green-bay,cleveland-state,77,50
2013,green-bay,valparaiso,61,73
2013,green-bay,milwaukee,74,54
2013,green-bay,illinois-chicago,57,60
2013,green-bay,loyola-il,73,65
2013,green-bay,wright-state,68,70
2013,green-bay,detroit-mercy,68,59
2013,green-bay,cleveland-state,66,59
2013,green-bay,youngstown-state,71,54
2013,green-bay,drake,54,71
2013,green-bay,milwaukee,78,61
2013,green-bay,valparaiso,56,75
2013,green-bay,milwaukee,62,46
2013,green-bay,illinois-chicago,64,63
2013,green-bay,valparaiso,69,70
2013,green-bay,bradley,69,75
2013,hampton,william-mary,51,69
2013,hampton,richmond,58,68
2013,hampton,ohio,67,75
2013,hampton,wofford,51,56
2013,hampton,north-carolina-wilmington,60,61
2013,hampton,radford,64,73
2013,hampton,howard,58,50
2013,hampton,robert-morris,54,66
2013,hampton,american,72,65
2013,hampton,northern-kentucky,52,54
2013,hampton,winthrop,43,50
2013,hampton,south-carolina-upstate,49,68
2013,hampton,james-madison,69,65
2013,hampton,howard,51,49
2013,hampton,quinnipiac,70,64
2013,hampton,morgan-state,78,80
2013,hampton,coppin-state,65,67
2013,hampton,norfolk-state,67,74
2013,hampton,south-carolina-state,64,60
2013,hampton,morgan-state,64,62
2013,hampton,coppin-state,59,53
2013,hampton,savannah-state,71,68
2013,hampton,delaware-state,85,84
2013,hampton,norfolk-state,59,62
2013,hampton,maryland-eastern-shore,63,59
2013,hampton,saint-peters,59,66
2013,hampton,delaware-state,57,50
2013,hampton,florida-am,77,68
2013,hampton,bethune-cookman,75,66
2013,hampton,north-carolina-central,64,68
2013,hampton,delaware-state,60,63
2013,hartford,quinnipiac,61,65
2013,hartford,mount-st-marys,63,70
2013,hartford,sacred-heart,62,47
2013,hartford,la-salle,51,64
2013,hartford,central-connecticut-state,80,77
2013,hartford,yale,60,51
2013,hartford,holy-cross,48,45
2013,hartford,arizona-state,63,71
2013,hartford,fairleigh-dickinson,69,59
2013,hartford,niagara,59,75
2013,hartford,rice,58,51
2013,hartford,marist,56,46
2013,hartford,colorado,52,80
2013,hartford,binghamton,71,68
2013,hartford,boston-university,77,74
2013,hartford,maine,68,61
2013,hartford,stony-brook,59,73
2013,hartford,maryland-baltimore-county,57,70
2013,hartford,albany-ny,46,56
2013,hartford,new-hampshire,51,40
2013,hartford,vermont,43,49
2013,hartford,boston-university,66,58
2013,hartford,binghamton,76,62
2013,hartford,stony-brook,60,55
2013,hartford,maine,64,66
2013,hartford,albany-ny,49,75
2013,hartford,new-hampshire,49,44
2013,hartford,maryland-baltimore-county,68,56
2013,hartford,vermont,61,58
2013,hartford,maryland-baltimore-county,62,69
2013,hartford,rider,54,63
2013,harvard,massachusetts,64,67
2013,harvard,manhattan,79,45
2013,harvard,saint-josephs,56,75
2013,harvard,vermont,78,85
2013,harvard,fordham,73,64
2013,harvard,boston-college,79,63
2013,harvard,connecticut,49,57
2013,harvard,boston-university,65,64
2013,harvard,holy-cross,72,65
2013,harvard,california,67,62
2013,harvard,saint-marys-ca,69,70
2013,harvard,rice,92,62
2013,harvard,dartmouth,75,65
2013,harvard,memphis,50,60
2013,harvard,dartmouth,82,77
2013,harvard,yale,67,64
2013,harvard,brown,89,82
2013,harvard,cornell,67,65
2013,harvard,columbia,63,78
2013,harvard,pennsylvania,73,54
2013,harvard,princeton,69,57
2013,harvard,brown,65,47
2013,harvard,yale,72,66
2013,harvard,princeton,53,58
2013,harvard,pennsylvania,72,75
2013,harvard,columbia,56,51
2013,harvard,cornell,65,56
2013,harvard,new-mexico,68,62
2013,harvard,arizona,51,74
2013,hawaii,maryland-eastern-shore,76,64
2013,hawaii,arkansas-pine-bluff,81,54
2013,hawaii,houston-baptist,73,60
2013,hawaii,illinois,77,78
2013,hawaii,north-dakota,71,66
2013,hawaii,nevada-las-vegas,63,77
2013,hawaii,pepperdine,56,63
2013,hawaii,east-tennessee-state,84,61
2013,hawaii,miami-fl,58,73
2013,hawaii,mississippi,66,81
2013,hawaii,cal-state-northridge,74,71
2013,hawaii,cal-state-fullerton,90,88
2013,hawaii,california-riverside,76,61
2013,hawaii,california-irvine,64,68
2013,hawaii,long-beach-state,72,76
2013,hawaii,pacific,60,52
2013,hawaii,california-davis,82,93
2013,hawaii,cal-poly,59,88
2013,hawaii,california-santa-barbara,78,73
2013,hawaii,california-riverside,72,68
2013,hawaii,cal-state-fullerton,77,75
2013,hawaii,long-beach-state,94,73
2013,hawaii,california-irvine,78,72
2013,hawaii,california-davis,65,89
2013,hawaii,pacific,71,80
2013,hawaii,northern-arizona,84,50
2013,hawaii,california-santa-barbara,70,66
2013,hawaii,cal-poly,61,64
2013,hawaii,cal-state-northridge,75,88
2013,hawaii,california-irvine,60,71
2013,hawaii,air-force,65,69
2013,high-point,north-carolina-greensboro,81,73
2013,high-point,appalachian-state,86,64
2013,high-point,william-mary,61,83
2013,high-point,indiana-state,62,76
2013,high-point,western-michigan,53,54
2013,high-point,wake-forest,60,71
2013,high-point,western-michigan,64,70
2013,high-point,eastern-kentucky,70,73
2013,high-point,chattanooga,61,68
2013,high-point,austin-peay,76,74
2013,high-point,winthrop,74,61
2013,high-point,radford,54,59
2013,high-point,gardner-webb,70,64
2013,high-point,liberty,77,72
2013,high-point,charleston-southern,75,83
2013,high-point,virginia-military-institute,96,69
2013,high-point,north-carolina-asheville,58,69
2013,high-point,longwood,88,60
2013,high-point,presbyterian,78,68
2013,high-point,campbell,58,52
2013,high-point,coastal-carolina,74,62
2013,high-point,longwood,82,53
2013,high-point,liberty,73,68
2013,high-point,virginia-military-institute,78,67
2013,high-point,morgan-state,68,75
2013,high-point,radford,58,63
2013,high-point,campbell,63,62
2013,high-point,liberty,60,61
2013,high-point,california-irvine,71,80
2013,hofstra,monmouth,62,91
2013,hofstra,purdue,54,83
2013,hofstra,south-dakota-state,66,63
2013,hofstra,marshall,103,100
2013,hofstra,manhattan,56,67
2013,hofstra,george-washington,56,80
2013,hofstra,southern-methodist,47,73
2013,hofstra,wagner,44,52
2013,hofstra,long-island-university,84,88
2013,hofstra,wright-state,57,63
2013,hofstra,tulane,62,83
2013,hofstra,florida-atlantic,57,61
2013,hofstra,georgia-state,52,50
2013,hofstra,delaware,54,69
2013,hofstra,william-mary,70,59
2013,hofstra,northeastern,60,65
2013,hofstra,george-mason,46,57
2013,hofstra,drexel,52,55
2013,hofstra,north-carolina-wilmington,51,57
2013,hofstra,james-madison,41,62
2013,hofstra,william-mary,59,72
2013,hofstra,northeastern,57,62
2013,hofstra,north-carolina-wilmington,65,56
2013,hofstra,georgia-state,43,61
2013,hofstra,towson,50,57
2013,hofstra,drexel,54,63
2013,hofstra,george-mason,50,79
2013,hofstra,old-dominion,70,59
2013,hofstra,delaware,56,57
2013,hofstra,towson,64,67
2013,hofstra,delaware,57,62
2013,holy-cross,old-dominion,46,45
2013,holy-cross,texas-san-antonio,56,60
2013,holy-cross,morgan-state,74,73
2013,holy-cross,maine,57,54
2013,holy-cross,st-johns-ny,53,65
2013,holy-cross,new-hampshire,60,50
2013,holy-cross,providence,42,61
2013,holy-cross,hartford,45,48
2013,holy-cross,sacred-heart,83,78
2013,holy-cross,dartmouth,67,56
2013,holy-cross,san-francisco,73,63
2013,holy-cross,harvard,65,72
2013,holy-cross,boston-college,60,70
2013,holy-cross,yale,54,61
2013,holy-cross,columbia,78,69
2013,holy-cross,lehigh,47,79
2013,holy-cross,navy,62,47
2013,holy-cross,american,79,60
2013,holy-cross,lafayette,53,63
2013,holy-cross,bucknell,58,65
2013,holy-cross,army,66,80
2013,holy-cross,colgate,45,63
2013,holy-cross,lehigh,61,68
2013,holy-cross,navy,66,57
2013,holy-cross,american,61,64
2013,holy-cross,lafayette,76,79
2013,holy-cross,bucknell,57,74
2013,holy-cross,army,62,69
2013,holy-cross,colgate,74,59
2013,holy-cross,lafayette,54,77
2013,houston-baptist,arkansas-pine-bluff,72,68
2013,houston-baptist,maryland-eastern-shore,70,55
2013,houston-baptist,hawaii,60,73
2013,houston-baptist,pepperdine,53,57
2013,houston-baptist,eastern-illinois,44,64
2013,houston-baptist,rice,53,61
2013,houston-baptist,sam-houston-state,57,69
2013,houston-baptist,texas-arlington,47,81
2013,houston-baptist,oregon,50,91
2013,houston-baptist,louisiana-state,58,75
2013,houston-baptist,army,86,95
2013,houston-baptist,texas-am,59,67
2013,houston-baptist,texas-pan-american,60,70
2013,houston-baptist,utah-valley,62,83
2013,houston-baptist,texas-el-paso,44,72
2013,houston-baptist,chicago-state,56,81
2013,houston-baptist,missouri-kansas-city,63,61
2013,houston-baptist,njit,66,57
2013,houston-baptist,missouri-kansas-city,66,45
2013,houston-baptist,new-orleans,75,68
2013,houston-baptist,texas-pan-american,53,48
2013,houston-baptist,utah-valley,73,63
2013,houston-baptist,new-orleans,65,52
2013,houston-baptist,njit,58,69
2013,houston-baptist,chicago-state,58,71
2013,houston-baptist,utah-valley,76,74
2013,houston-baptist,njit,62,61
2013,houston-baptist,chicago-state,60,75
2013,houston,florida-am,81,76
2013,houston,san-jose-state,77,75
2013,houston,grambling,87,47
2013,houston,texas-am-corpus-christi,77,75
2013,houston,prairie-view,80,81
2013,houston,texas-am,58,70
2013,houston,texas-christian,54,48
2013,houston,texas-southern,78,75
2013,houston,louisiana-lafayette,85,63
2013,houston,chicago-state,79,57
2013,houston,prairie-view,80,75
2013,houston,texas-pan-american,96,71
2013,houston,southern-methodist,78,67
2013,houston,southern-mississippi,54,73
2013,houston,east-carolina,78,89
2013,houston,central-florida,75,79
2013,houston,tulsa,72,87
2013,houston,alabama-birmingham,66,61
2013,houston,rice,69,79
2013,houston,southern-methodist,84,80
2013,houston,tulane,85,88
2013,houston,texas-el-paso,79,61
2013,houston,tulsa,92,101
2013,houston,memphis,74,81
2013,houston,texas-el-paso,53,63
2013,houston,marshall,103,76
2013,houston,rice,84,62
2013,houston,tulane,96,94
2013,houston,rice,72,67
2013,houston,texas-el-paso,69,80
2013,houston,texas,73,72
2013,houston,george-mason,84,88
2013,howard,iowa,36,66
2013,howard,wichita-state,50,69
2013,howard,gardner-webb,43,55
2013,howard,western-carolina,67,69
2013,howard,pittsburgh,46,70
2013,howard,hampton,50,58
2013,howard,american,55,50
2013,howard,william-mary,69,78
2013,howard,liberty,60,53
2013,howard,oregon-state,53,69
2013,howard,rutgers,55,79
2013,howard,central-florida,45,62
2013,howard,boston-university,44,71
2013,howard,coppin-state,70,60
2013,howard,hampton,49,51
2013,howard,norfolk-state,49,54
2013,howard,north-carolina-at,37,61
2013,howard,north-carolina-central,36,71
2013,howard,delaware-state,46,63
2013,howard,savannah-state,42,52
2013,howard,south-carolina-state,57,45
2013,howard,maryland-eastern-shore,63,44
2013,howard,morgan-state,51,53
2013,howard,florida-am,45,46
2013,howard,bethune-cookman,50,64
2013,howard,coppin-state,56,63
2013,howard,maryland-eastern-shore,49,45
2013,howard,delaware-state,53,56
2013,howard,delaware-state,61,73
2013,idaho-state,utah-state,48,56
2013,idaho-state,portland,48,51
2013,idaho-state,utah,46,57
2013,idaho-state,wright-state,45,60
2013,idaho-state,central-michigan,52,54
2013,idaho-state,oregon,35,87
2013,idaho-state,cal-state-fullerton,53,66
2013,idaho-state,portland-state,49,63
